id,name,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,Cluster,label,language
2kDCcsW1rSwBHvkOuFWp6I,Ola Olaala Ala,0.916,0.0544,0.457,6.05E-05,0.136,0.732,-7.377,0.0532,114.981,7,4,4,Disgust,telugu
2mUvMLSJmlo5iI8PMLRRJz,Chilipiga,0.657,0.409,0.458,1.67E-06,0.157,0.339,-10.035,0.0272,93.484,0,4,2,Neutral,telugu
4swLsRDd6VI5BB1dej03L3,Nenu Nuvvantu,0.743,0.154,0.616,1.92E-05,0.125,0.758,-8.798,0.0354,91.981,5,4,4,Disgust,telugu
3WqQkDTab7sYjRX9Uf7mqr,Hello Rammante,0.857,0.0991,0.688,5.30E-05,0.101,0.789,-6.709,0.0531,113.992,7,4,4,Disgust,telugu
2aFJm1hy8E73UVu9a0tP40,O Range,0.97,0.0705,0.817,0,0.139,0.306,-8.333,0.113,117.022,2,4,4,Disgust,telugu
1rJmySqUrHQP0O4l1JX8E9,Rooba Rooba,0.843,0.121,0.611,0.00654,0.334,0.698,-8.864,0.0497,103.985,10,4,4,Disgust,telugu
1gIMBpzUifB2cAsmyvI7Id,Ye Vaipuga,0.738,0.589,0.79,2.13E-06,0.517,0.432,-8.566,0.159,129.959,6,4,0,Happy,telugu
6xWPeINK1wMfuVDpDmykUx,Lachhamma,0.944,0.423,0.679,0.00107,0.172,0.787,-8.095,0.149,101.012,11,4,4,Disgust,telugu
2Ej4vdkwwBDyE6QfFWaXUF,Oh Priya Priya,0.748,0.241,0.55,0,0.144,0.588,-6.89,0.0361,96.982,0,4,2,Neutral,telugu
2Jf10norKFV2Fvv0AnizCy,Sutiga Choodaku,0.726,0.345,0.639,0.000127,0.131,0.431,-9.549,0.0299,129.945,5,4,2,Neutral,telugu
5L6yb0KfkE1pjRbzcyMBo7,Chinnadhana,0.751,0.147,0.76,0,0.125,0.564,-5.644,0.0499,95.047,1,4,4,Disgust,telugu
7wrbiXOfjctL8SIby22B6X,Edho Edho,0.772,0.581,0.888,0.000421,0.267,0.723,-7.845,0.0981,134.989,7,4,4,Disgust,telugu
2cDqnod2nyK6peyKyuZ1Iv,Lachhamma Club Mix,0.894,0.0968,0.769,6.01E-06,0.0772,0.72,-9.64,0.0663,120.002,4,4,4,Disgust,telugu
64oM9dBfB4TKqMtwSdoduu,Proud'se Single,0.7,0.393,0.809,0,0.168,0.794,-5.706,0.474,131.688,10,4,3,Surprised,telugu
00LSCsH99cW8zsr82ibMHM,Nuvvu Navvukuntu,0.734,0.716,0.753,0,0.45,0.586,-5.401,0.138,93.985,10,4,0,Happy,telugu
7IzJ46OgPtyiQWT65T0rxJ,Malli Malli Raani Roju,0.852,0.3,0.866,3.15E-06,0.0334,0.9,-5.214,0.0427,109.96,10,4,4,Disgust,telugu
4ZguAeEoNjipSbQFzfDsYI,College Papa,0.669,0.231,0.877,6.10E-05,0.119,0.673,-4.817,0.277,112.515,2,3,3,Surprised,telugu
2SIQgKcQP0ztLtV6APZ9y8,Sehari Sehari,0.735,0.0505,0.671,0.000935,0.0707,0.606,-7.043,0.0386,139.986,0,4,4,Disgust,telugu
47gOR35JFauM1d9PbUGfzi,Saradaga..Chandamaamane,0.836,0.261,0.721,0.0244,0.114,0.606,-6.625,0.0605,100.01,5,4,4,Disgust,telugu
7o20g3bZRdwy6MtiUP9pOx,Oy..Oy..,0.801,0.0816,0.883,0.00024,0.0921,0.756,-6.154,0.061,135.007,7,4,4,Disgust,telugu
4HkipUaRTXwhDqstRFz9oB,Povodhe Prema,0.683,0.51,0.492,0.00579,0.088,0.11,-7.01,0.0288,140.018,1,4,2,Neutral,telugu
7c86TRSY74EP7LEDGnWdIk,Anukoledenadu,0.771,0.162,0.695,0,0.136,0.662,-7.665,0.0464,109.973,7,4,4,Disgust,telugu
42XgH6kQAvTOiKODWMuD9p,Waiting For You,0.78,0.547,0.439,0.00456,0.146,0.369,-7.729,0.0331,120.023,3,4,0,Happy,telugu
3dGnykeZl6O95Tjoe2h9pt,Panjaa,0.78,0.0265,0.877,0.00852,0.417,0.738,-1.778,0.0391,100.021,2,4,4,Disgust,telugu
5RJb4ZBgdJBOZe5Fx2aDWo,Ela Ela Naalo,0.671,0.127,0.684,0.000223,0.315,0.265,-3.955,0.0331,134.978,0,4,2,Neutral,telugu
5z2QHBeHThZ4l8EtRQzQoJ,Veyira Cheyyi Veyira,0.593,0.373,0.925,0.00349,0.316,0.763,-4.147,0.0836,109.967,11,4,4,Disgust,telugu
6eFBabiUzghnOLyT661s58,Kshanam Kshanam,0.369,0.923,0.287,0.01,0.252,0.18,-9.283,0.0313,67.002,0,4,1,Sad,telugu
2JEwmDAtGNqSXtvgPEIMTr,Anukoneledhuga,0.727,0.103,0.55,0.000375,0.178,0.301,-5.787,0.032,103.991,7,4,2,Neutral,telugu
3SV6DPnu0v1Oj5TGYkIR63,Paparayudu,0.625,0.672,0.797,4.41E-05,0.204,0.889,-3.372,0.444,79.445,4,4,3,Surprised,telugu
0I9RbCJItXY1jxGIAsQT0t,Jalsa Jalsa,0.922,0.339,0.906,0.000163,0.099,0.808,-8.513,0.144,111.963,7,4,4,Disgust,telugu
3ppaMjhBDxRi2kTpawOSJn,My Heart is Beating,0.842,0.209,0.93,1.42E-05,0.104,0.77,-8.328,0.0949,130,9,4,4,Disgust,telugu
2B4aHNymPu3qYSjFnoxZGH,You & I,0.896,0.169,0.586,1.73E-05,0.0316,0.947,-8.517,0.0721,110.032,0,4,4,Disgust,telugu
3U2CHs5bINydvVwt0y9PuG,Chalore Chalore (Hindi),0.776,0.425,0.639,0.00224,0.0543,0.934,-8.845,0.0813,99.987,5,4,0,Happy,telugu
7DogGBT86sbjsNWQSIGLtB,Jennifer Lopez,0.792,0.0784,0.916,8.64E-06,0.0435,0.845,-7.908,0.18,92.119,11,4,4,Disgust,telugu
5n1FBtJgcDePfo8q6hBQPu,Gaallo Thelinattunde,0.859,0.0493,0.747,0.00119,0.0672,0.798,-8.453,0.0779,115.006,7,4,4,Disgust,telugu
71fCqjqfJz23Bjodiqt4GY,Chalore Chalore (Telugu),0.811,0.203,0.659,0.000465,0.0487,0.957,-9.004,0.078,99.989,0,4,4,Disgust,telugu
5fP5wg1Chzg5cPbHIdGscu,Jalsa Jalsa (Remix),0.825,0.053,0.96,0.018,0.343,0.864,-7.571,0.0704,129.968,0,4,4,Disgust,telugu
0HTTwOa3XTNreVIcoWp7u5,My Heart is Beating (Remix),0.709,0.253,0.353,0,0.149,0.844,-8.162,0.0326,130.01,9,4,0,Happy,telugu
2724M1EwPYBB8s0J3t0D8R,Yamaho Yama,0.798,0.166,0.786,0.00186,0.293,0.891,-8.551,0.0605,109.981,8,4,4,Disgust,telugu
1us8uUo44iGtZKKZJi8Buy,Love U Raa,0.835,0.0257,0.757,0.000226,0.129,0.7,-5.749,0.148,93.994,5,4,4,Disgust,telugu
693359DlfpvoEfIYleKs05,Endhuko Pichi Pichi,0.863,0.103,0.851,1.38E-05,0.197,0.652,-6.167,0.191,123.951,4,4,4,Disgust,telugu
4nQTjFHjgznhXpW2j3bu9Y,Chamka Chamka,0.826,0.0303,0.811,0.0145,0.327,0.504,-6.347,0.0613,113.978,1,4,4,Disgust,telugu
6B5xvGvHyVjN8HBdAsoWH0,Maro Maro,0.794,0.0654,0.867,0.567,0.0769,0.495,-6.64,0.0533,129.982,10,4,5,Fear,telugu
05YrHIT3ktUKWM0SMwUrkI,Kannethi- Bit,0.36,0.217,0.198,0.00479,0.109,0.0365,-13.438,0.0301,120.976,0,3,1,Sad,telugu
0gkvyVZT7lsHCJgwwkGSRn,Ivala,0.702,0.00439,0.66,0.00359,0.118,0.691,-4.119,0.0386,130.955,5,4,4,Disgust,telugu
7q9jCITcW1whCmv6y3JtFg,Innallu - Bit,0.384,0.514,0.268,0,0.109,0.0353,-11.608,0.0317,121.272,10,3,1,Sad,telugu
7MtXu7mXRMdICKyTOb8CuR,Baitikochi Chuste,0.588,0.583,0.443,0,0.136,0.642,-6.197,0.0694,89.749,6,4,0,Happy,telugu
5pOY1Vg2TIIbVBfR6yAg0C,Gaali Vaaluga,0.677,0.643,0.81,3.00E-06,0.168,0.614,-6.192,0.0378,110.044,0,4,0,Happy,telugu
3ikoCCFiqH0lRwXE58jidG,Dhaga Dhagamaney,0.573,0.0178,0.842,0,0.354,0.445,-5.707,0.0448,89.964,2,4,2,Neutral,telugu
6FIaAGKucC6rgxpTGNLSBx,Swagatham Krishna,0.367,0.584,0.666,1.44E-05,0.0891,0.548,-6.476,0.0417,156.031,9,4,6,Angry,telugu
1V4hx2szIylOh4rYoPrwlp,AB Yevaro Nee Baby,0.729,0.0561,0.768,1.29E-05,0.129,0.43,-5.709,0.0545,102.043,7,4,2,Neutral,telugu
1OwwrQXxEc4INMhteCUHZm,Kodakaa Koteswar Rao,0.757,0.505,0.789,1.38E-06,0.196,0.429,-4.979,0.287,111.034,7,4,3,Surprised,telugu
2DDOQBKGmkv7bPoYF1bELz,Ninnila,0.699,0.505,0.467,2.50E-06,0.152,0.277,-6.363,0.0298,128.989,6,4,2,Neutral,telugu
57MKnLN5IqjuACXBm01saz,Break The Rules,0.766,0.53,0.893,0.000521,0.0565,0.508,-3.956,0.0916,127.961,4,4,4,Disgust,telugu
7livrhr8zKME2wfKpSWbp0,Sunona Sunaina,0.777,0.0664,0.776,3.14E-05,0.209,0.88,-3.861,0.0565,130.088,11,4,4,Disgust,telugu
6vI8sSx4J3oa9It51ZzVZC,Allasani Vaari,0.597,0.654,0.739,0.000361,0.0924,0.587,-6.636,0.0947,171.985,3,4,6,Angry,telugu
5oM6SPppdOKxg3XCk9v71k,Vinnane Vinnane,0.786,0.19,0.72,0,0.0978,0.821,-3.78,0.0267,100.951,8,4,4,Disgust,telugu
2c2dNWJodzG6aQMW0imtag,Toliprema,0.467,0.827,0.701,0,0.108,0.264,-5.706,0.0384,125.923,7,1,2,Neutral,telugu
4kVsV4GhcNpHSDs6siioM0,Ammayi,0.412,0.66,0.694,1.40E-05,0.224,0.689,-5.002,0.0323,187.911,5,3,6,Angry,telugu
3e7CUrRaEgSmbk5XxlAgWc,Ney Veyrey,0.24,0.846,0.375,0,0.101,0.405,-7.004,0.0323,78.611,0,4,1,Sad,telugu
4GWaSKW0JpQsqsGjiRbiEz,Nanna Nuv Naa Pranam,0.322,0.915,0.212,0.000455,0.114,0.257,-11.559,0.036,92.71,4,3,1,Sad,telugu
0ljjmkJocnhXzP62JYNW8p,Evarevaro,0.474,0.762,0.452,1.58E-06,0.102,0.253,-9.176,0.0396,76.942,10,4,1,Sad,telugu
1brtmiixpIAspQgZEQKkLH,Kashmeeru,0.569,0.986,0.185,0,0.137,0.385,-9.934,0.155,120.897,0,3,1,Sad,telugu
5BUtT8DGziwD6l9tA7FjJu,Yaalo Yaalaa,0.272,0.843,0.438,0,0.159,0.582,-10.466,0.0393,71.47,0,3,1,Sad,telugu
5e8q9tRKfzMDJuGR7DtJB2,SENIGA CHENLA NILABADI CHETHULIYAVE,0.571,0.166,0.932,0.00479,0.167,0.839,-3.093,0.182,79.946,1,4,4,Disgust,telugu
3K9O6TqcIMX8plGkzBARiK,We Have Romeo,0.908,0.235,0.878,6.10E-06,0.0361,0.457,-9.309,0.166,110.036,0,4,4,Disgust,telugu
3WkFzi4WS4PeJhHMn2Zbnl,Bommanu Geesthey,0.78,0.0742,0.577,1.05E-05,0.136,0.745,-8.218,0.0301,112.973,2,4,4,Disgust,telugu
21d3KE855pG8CFvKRWjlsL,Kaani Ippudu,0.932,0.261,0.815,0.0111,0.067,0.87,-10.696,0.0544,119.999,5,4,4,Disgust,telugu
5ykRe2NirQZdJJKArcXOEW,Music Bit,0.678,0.292,0.719,0.157,0.173,0.202,-11.419,0.0703,95.022,0,4,2,Neutral,telugu
7jcYdzweHJjcV8Lvk6xuIu,Laalu Dharvaja,0.866,0.144,0.755,2.31E-05,0.0528,0.503,-9.254,0.194,107.999,4,4,4,Disgust,telugu
07D0H4cb2rlE0BDhvRtnhP,Nammaka Tappani,0.725,0.13,0.543,7.53E-05,0.104,0.307,-8.418,0.0457,89.995,9,4,2,Neutral,telugu
4KDq9bn0wdEbIFQDi1CGgj,Apudo Ipudo,0.88,0.0519,0.711,0.00201,0.0667,0.819,-9.529,0.104,102.986,7,4,4,Disgust,telugu
0S9j9OAG3KjmBg4j9XzFcC,Radhika,0.758,0.183,0.877,0,0.183,0.684,-4.437,0.119,137.973,11,4,4,Disgust,telugu
0hY9eA74QrMCJuWEx7fo9y,"Kurchi Madathapetti (From ""Guntur Kaaram"")(Telugu)",0.748,0.625,0.958,0.248,0.0685,0.864,-5.737,0.129,165.043,0,4,6,Angry,telugu
7KkaBto4aewGt8wl6q6wxH,Vachinde,0.825,0.352,0.786,0,0.0872,0.901,-4.5,0.12,102.98,0,4,4,Disgust,telugu
03O2vlADdl7X3iAi1nLkqL,Edo Jarugutondi,0.634,0.16,0.911,1.07E-06,0.145,0.697,-4.647,0.0691,135.066,0,4,4,Disgust,telugu
3A3vrhAzRGaK92PtFzndjS,Hey Pillagaada,0.643,0.406,0.695,0.00244,0.0973,0.7,-5.481,0.0855,90.003,0,4,0,Happy,telugu
0xNiDPK4YdZ51ALxSid0QV,Oosupodu,0.388,0.28,0.686,0,0.267,0.537,-5.178,0.0633,74.464,11,4,2,Neutral,telugu
6AnTokjUb1JdSwYAgYB2DC,Hey Mister,0.884,0.105,0.773,0.000157,0.443,0.964,-6.095,0.0402,124.982,4,4,4,Disgust,telugu
6ummx2ANmvlzDNCvQ84xBg,Fidaa,0.693,0.104,0.833,0,0.403,0.393,-3.992,0.0312,99.996,7,4,2,Neutral,telugu
4aA2E3GC9NIx5yprmbAjM1,You Rock My World,0.821,0.052,0.91,0.0013,0.367,0.668,-8.25,0.0895,133.022,10,4,4,Disgust,telugu
7A3HdpivKNGgTW2Bo3udV8,Nuvvunte,0.804,0.022,0.623,0,0.0759,0.711,-9.891,0.0914,97.963,5,4,4,Disgust,telugu
4s6M8nlOdDmFjKsyGepA1B,O My Brotheru,0.778,0.0514,0.852,0.000681,0.194,0.702,-9.054,0.17,80.082,11,4,4,Disgust,telugu
2eGp9IyD2SedGK5e3oFB3Q,Thakadimithom,0.952,0.0265,0.552,0.0558,0.0452,0.705,-10.308,0.244,104.992,0,4,4,Disgust,telugu
4EjO3ELtQkbOBox5adad6a,Feel My Love,0.746,0.0144,0.697,0.000746,0.167,0.542,-7.693,0.0422,99.974,7,4,2,Neutral,telugu
0osnJEcmFX4tzO9MS8feMn,Aa Ante,0.781,0.0343,0.829,0.00502,0.0826,0.733,-7.811,0.241,102.026,7,4,4,Disgust,telugu
18TORL6yEYyzbOjCrS8Ipc,Yedhane Koiyakae,0.726,0.449,0.621,0,0.0737,0.685,-6.791,0.05,118.971,2,4,0,Happy,telugu
2bageubuN1HjNZwTNlyh0v,Naaloney Pongaynu,0.714,0.328,0.495,0,0.104,0.238,-7.226,0.0361,114.979,9,4,2,Neutral,telugu
5UIPA4TffGlnyDsaqVEc1v,Yegasi Yegasi,0.922,0.0939,0.816,0,0.202,0.643,-5.794,0.0946,104.494,10,4,4,Disgust,telugu
4rc1WGmRJ2CsHXTmrBu3gH,Monna Kanipinchavu,0.711,0.304,0.587,0,0.0693,0.584,-7.383,0.223,96.921,6,4,3,Surprised,telugu
2Lu03NYllO5uk4R9gvNZFJ,Oh! Shanthi Shanthi,0.656,0.356,0.518,0,0.137,0.315,-6.629,0.0443,132.867,10,4,2,Neutral,telugu
5Vhm92XrsXw5SfFYnxxspt,Athey Nanne,0.772,0.467,0.447,1.55E-06,0.0816,0.758,-9.365,0.0833,133.811,5,4,0,Happy,telugu
4dSs0v5rU0KCoZkSiuWZvl,Nidhare Kala,0.752,0.803,0.487,0.00191,0.237,0.567,-8.07,0.0307,115.987,4,4,0,Happy,telugu
1ifMH14KizpUxIdRVyPsSZ,Niluvaddham,0.827,0.16,0.638,6.91E-06,0.0922,0.355,-7.792,0.123,95.03,2,4,2,Neutral,telugu
4EztIh7yvgYs9YLCvxT8ku,Something Something,0.688,0.187,0.818,0,0.337,0.471,-7.112,0.314,170.139,2,4,3,Surprised,telugu
69PuGOoNWxd2hM0tsrCa2O,Ghal Ghal,0.847,0.142,0.715,3.15E-06,0.372,0.495,-7.592,0.119,101.986,2,4,4,Disgust,telugu
4b4xkbpRpA8jHbP8GVLYWR,Chandrullo Unde,0.814,0.0771,0.407,0,0.0836,0.413,-8.458,0.0698,115.031,2,4,2,Neutral,telugu
3Gmq2pQZNo5TqrobE10WgA,Pari Poke Pitta,0.955,0.113,0.778,0.000189,0.247,0.576,-6.964,0.151,127.993,2,4,4,Disgust,telugu
6OJemp4sHmpogO2ieTATsq,Padam Kadala,0.79,0.687,0.372,0,0.103,0.162,-8.903,0.0623,94.998,1,4,1,Sad,telugu
4FexaCwCrxQ9OErHZiLlWh,Adirey Adirey,0.881,0.171,0.884,4.09E-06,0.231,0.701,-6.423,0.171,101.996,6,4,4,Disgust,telugu
4oDLTpHhYT61aV0RscA9rs,Silakemo,0.684,0.24,0.914,0.000179,0.133,0.709,-5.747,0.405,103.227,8,3,3,Surprised,telugu
29aG6LSPJtU5yPDFYEvVfi,Andala Chukkala,0.893,0.519,0.552,0,0.123,0.891,-8.729,0.0638,129.958,7,4,0,Happy,telugu
6adrkXOmPex66DvtZmsv3R,Maar Maar,0.799,0.15,0.863,0,0.0659,0.832,-6.583,0.184,77.505,10,4,4,Disgust,telugu
5umi7RqYbqfzuHSwz8oaQj,O Manasa,0.834,0.165,0.811,0.000307,0.039,0.678,-7.572,0.0616,129.96,7,4,4,Disgust,telugu
5Xsq4Waw2KeRPpfrAoXmMT,Anaganaga Kadala,0.718,0.227,0.438,0,0.201,0.642,-8.762,0.0835,82.991,10,4,0,Happy,telugu
3TeGBS4boert6YCIkhUaDI,Gongoora Thota,0.747,0.148,0.812,5.96E-05,0.0676,0.849,-7.664,0.226,95.064,10,4,4,Disgust,telugu
7vzsGnsgEAvpR7G0oYDPfV,Dekho Dekho Gabbar Singh,0.903,0.0828,0.87,0,0.219,0.859,-2.617,0.119,100.005,9,4,4,Disgust,telugu
14I31bbtEZVADFi1uCcxcu,Akasam Ammayaithe,0.796,0.4,0.9,1.43E-05,0.212,0.962,-3.077,0.0524,115.976,5,4,4,Disgust,telugu
5slxvWwJhpvXf5yn06eI86,Mandu Baabulam,0.753,0.47,0.928,0.00256,0.154,0.578,-3.439,0.35,169.797,1,4,3,Surprised,telugu
2x2W7PnBelMmLZBV6YqRFQ,Pillaa,0.744,0.549,0.958,0.000286,0.0418,0.94,-1.953,0.101,94.214,0,4,4,Disgust,telugu
70aYyuwZG2KxnJ5Yw5irTy,Dil Se,0.817,0.242,0.86,1.78E-05,0.0512,0.891,-1.771,0.0485,94.027,0,4,4,Disgust,telugu
5fl5pJKjWwJgRkbZfZzyGw,Kevvu Keka,0.672,0.159,0.918,0.00158,0.415,0.872,-1.455,0.168,169.842,7,4,6,Angry,telugu
5gqhfk5hXAFMZZzwiENcVq,Le Le Lele,0.908,0.0142,0.831,0.00616,0.0549,0.62,-7.52,0.0643,119.992,0,4,4,Disgust,telugu
6gZmBVAH2qEXqcTXVQBDcD,Chiguraku Chatu,0.764,0.195,0.648,0.000493,0.183,0.236,-8.452,0.0654,94.002,8,4,2,Neutral,telugu
2RPC9OGiIbFnbo51H0cKRt,Chilakamma Mukkuki,0.758,0.218,0.84,0.000147,0.182,0.536,-9.138,0.142,148.062,2,4,6,Angry,telugu
4NugyVw9Of2Z4uyBXf33tX,Chitti Nadumune,0.634,0.0818,0.844,0.00639,0.572,0.907,-7.939,0.0863,179.871,2,4,6,Angry,telugu
7GRBX2LsuIYGPzjZ9ggnES,Emantaro,0.499,0.0923,0.69,4.85E-05,0.142,0.434,-7.536,0.109,174.131,5,4,6,Angry,telugu
57bRQzh6XEfIU4uGXz1p5j,Killi Killi,0.789,0.184,0.837,0.000694,0.0243,0.757,-6.11,0.165,86.009,2,4,4,Disgust,telugu
0VcO1SA3oUKl1qHSUc6LxQ,Bombhaat,0.835,0.233,0.823,0,0.13,0.321,-4.739,0.174,97.01,7,4,4,Disgust,telugu
0T1IavVfIniuiSN6W7uI3V,Miss Sunshine,0.832,0.353,0.518,3.75E-05,0.103,0.587,-7.737,0.0945,97.991,2,4,0,Happy,telugu
7IMijW6lSRUgdHzWXaE2fF,Laggam Time,0.53,0.486,0.906,0,0.0487,0.634,-2.606,0.268,148.617,5,4,3,Surprised,telugu
6wH2LqRN3AFRyyZqUDsNCt,Freedom,0.674,0.407,0.914,0,0.258,0.505,-2.377,0.103,92.024,9,4,4,Disgust,telugu
28xt5x1wwoMfVYI9zfIwRx,Oh Sita Hey Rama,0.638,0.585,0.425,0,0.0909,0.549,-11.722,0.045,169.834,6,4,6,Angry,telugu
0gE8ZP2cTXpRDz53bTkpu6,Inthandham,0.669,0.667,0.371,0,0.109,0.628,-9.925,0.059,99.931,4,4,0,Happy,telugu
1bxzr3JK05fMTcweGAZUHp,"Chuttamalle (From ""Devara Part 1"")",0.677,0.136,0.623,5.24E-06,0.161,0.616,-7.404,0.0797,145.56,4,3,6,Angry,telugu
2gKNWPBrI2IRBl2RRUtoEb,"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",0.785,0.221,0.709,3.28E-06,0.144,0.818,-6.953,0.0808,95.04,5,4,4,Disgust,telugu
0kNe3kmRFq7eKVlL15h7nb,Anuvanuvuu,0.228,0.851,0.551,4.81E-05,0.126,0.246,-8.947,0.0467,178.083,3,3,1,Sad,telugu
0qdiNx11tQtjFCqbko9i2k,"Garam Garam (From ""Saripodhaa Sanivaaram"")",0.589,0.0137,0.855,4.51E-06,0.0708,0.939,-7.237,0.0482,87.494,10,4,4,Disgust,telugu
0yR49HoYJsJ27ey9rrtKql,"Oh My Baby (From ""Guntur Kaaram"")(Telugu)",0.881,0.762,0.734,0.000231,0.197,0.792,-5.942,0.0528,115.062,5,4,0,Happy,telugu
4Bb4Vgzp1kAebqI7KnDFPn,Ghallu Ghallu,0.709,0.117,0.51,0,0.582,0.345,-11.417,0.161,91.99,4,4,2,Neutral,telugu
5kNydYWkUyXh4zVoy8QDmC,"Bhairava Anthem (From ""Kalki 2898 Ad"") (Telugu)",0.654,0.11,0.85,0,0.759,0.512,-3.105,0.0719,154.951,8,4,6,Angry,telugu
4WLb2gV1NHlCC6KMjsWVp6,"Aa Rojulu Malli Raavu (From ""Committee Kurrollu"")",0.72,0.753,0.477,0,0.406,0.497,-7.751,0.0334,120.074,2,4,0,Happy,telugu
2WtOJI2Pwk88RAZPeTgMp0,"Reppal Dappul (From ""Mr. Bachchan"")",0.428,0.0692,0.977,0.00645,0.211,0.381,-6.594,0.113,123.022,5,3,2,Neutral,telugu
7vLR2TSzHEVUNlKm5dcYpo,"SteppaMaar (From ""Double ISMART"")(Telugu)",0.624,0.0165,0.813,0.000164,0.435,0.592,-6.03,0.233,135.073,1,4,3,Surprised,telugu
02VVOQId2O83I5hLJ1GFmH,Dai Dai Dhamma,0.856,0.231,0.721,0.000952,0.15,0.811,-9.247,0.133,123.016,0,4,4,Disgust,telugu
0ROW5t0PWyBS6k0UizBr6c,"Ullaasam (From ""Saripodhaa Sanivaaram"")",0.715,0.358,0.602,0.000743,0.0486,0.494,-8.129,0.0357,139.934,2,4,2,Neutral,telugu
6b2WJDzGt5X8dYfpkWtvXW,"Fear Song (From ""Devara Part 1"") [Telugu]",0.642,0.0807,0.897,0.00651,0.118,0.442,-6.24,0.181,180.093,1,4,6,Angry,telugu
538V6gFAnhcLZrg6I8lIMI,"Hungry Cheetah (From ""They Call Him OG"")",0.736,0.436,0.99,0.0301,0.303,0.301,-4.26,0.136,94.975,4,4,2,Neutral,telugu
30CBQmKZ0fugbhs7ExGT1e,"Gumma (From ""Ambajipeta Marriage Band"")",0.802,0.505,0.749,0,0.132,0.885,-8.016,0.314,156.954,2,4,3,Surprised,telugu
6EQVXaIi22Ilmkt1Coi9gZ,"Souraa (From ""Bharateeyudu 2"")",0.678,0.244,0.928,3.36E-05,0.0634,0.282,-6.786,0.093,117.006,4,4,2,Neutral,telugu
5bnxMZqd9Kpn9ByHj3Dc9C,"Pushpa Pushpa (From ""Pushpa 2 The Rule"") [TELUGU]",0.819,0.33,0.77,0.0566,0.0825,0.692,-10.293,0.0935,152.054,2,4,6,Angry,telugu
1g9V1QE7vbeAx5Xm04DfLi,"Odiyamma (From ""Hi Nanna"") [TELUGU]",0.751,0.615,0.698,0,0.0791,0.772,-7.54,0.153,103.992,5,4,0,Happy,telugu
1qgb9TXSQqOHmVj5dBAtFX,Lingi Lingi Lingidi,0.742,0.0122,0.556,9.12E-06,0.107,0.826,-10.981,0.209,160.138,6,4,6,Angry,telugu
4ooaLueG56Bsq44TUNRgAn,"Poolamme Pilla (From ""HanuMan"") [Telugu]",0.745,0.215,0.844,0.000652,0.0916,0.873,-6.538,0.0816,155.961,5,4,4,Disgust,telugu
0hujsbFzpm9RjOs4mnVclo,"Samayama (From ""Hi Nanna"")",0.706,0.623,0.751,0,0.0733,0.5,-5.196,0.0445,112.962,9,4,0,Happy,telugu
1JJjHoFLuQQKddOzD8pYsS,Andhamyna Bhamalu,0.75,0.127,0.724,0,0.136,0.881,-8.578,0.308,135.963,10,4,3,Surprised,telugu
2cDyQDAoP0cPQXzaviXu2f,Vellake,0.652,0.684,0.626,1.81E-05,0.152,0.444,-7.619,0.0339,147.03,9,3,6,Angry,telugu
4wFU6Q4vInTg2HQ2mkko8x,Priya Mithunam (Telugu),0.18,0.917,0.247,0.0251,0.123,0.191,-12.075,0.0389,75.331,7,4,1,Sad,telugu
3GCwsB2loRGeUL8oq2Y4TW,Chamkeela Angeelesi,0.871,0.464,0.56,0,0.0461,0.828,-4.524,0.193,95.004,6,4,4,Disgust,telugu
48CzymfD7NHtc78cwVkbtD,Pulsar Bike,0.794,0.168,0.985,0.473,0.269,0.798,-2.451,0.0724,129.062,0,1,4,Disgust,telugu
59eeV0SIeyd431uyjAWCRe,"Mastaaru Mastaaru (From ""Sir"")(Telugu)",0.594,0.385,0.534,0,0.877,0.364,-8.007,0.0428,91.082,9,4,2,Neutral,telugu
0X0Y2AnYuIdn9arB8P6EB4,Nenu Nuvvantu,0.743,0.153,0.616,2.01E-05,0.125,0.76,-8.798,0.0354,91.983,5,4,4,Disgust,telugu
5lros38FrhzSXgABKnBsb4,"Jinthaak Chithaka (From ""Dhamaka"")",0.899,0.335,0.925,1.07E-06,0.0293,0.793,-3.844,0.168,109.966,2,4,4,Disgust,telugu
3eIkuy5Fr7kuQXiro0czUM,Darshana,0.614,0.68,0.594,0.000606,0.0649,0.882,-8.359,0.297,178.17,3,3,6,Angry,telugu
6Vq4ePrJPZ2vU6DXnZGcVD,Pillaa Raa,0.414,0.623,0.591,9.94E-06,0.229,0.62,-7.568,0.136,185.922,9,3,6,Angry,telugu
5idQ5WN2CK5FeUhRQ4ZvKY,Thattukolede,0.652,0.428,0.477,0,0.131,0.325,-10.388,0.0325,129.985,4,4,2,Neutral,telugu
29ffQxBUZLJdN3kiPndB9n,Neeti Mullai (Bit),0.683,0.827,0.261,0,0.137,0.671,-12.998,0.0336,105.049,7,4,1,Sad,telugu
1eWooUUh7E796VP86o15BN,Baguntundhi Nuvvu Navvithe,0.76,0.504,0.443,0.000797,0.0957,0.632,-9.128,0.0426,123.959,6,4,0,Happy,telugu
7gVqTSJ4Mr5uKkM9yhQKop,Rooba Rooba,0.843,0.125,0.611,0.00638,0.334,0.7,-8.864,0.0498,103.985,10,4,4,Disgust,telugu
